id	main_strategy	management_fee	incentive_fee	high_watermark	firm_id	strategy_code	date	performance	nav	assets	mktrf	smb	hml	rf
10647	0	2	20	1	5971	3	20070731	-0.88			-3.73	-2.5	-3.34	0.4
10647	0	2	20	1	5971	3	20070831	-5.85			0.92	-0.1	-2.25	0.42
10647	0	2	20	1	5971	3	20070930	1.95			3.22	-2.28	-1.91	0.32
10647	0	2	20	1	5971	3	20071031	-1.66			1.8	0.22	-2.62	0.32
10647	0	2	20	1	5971	3	20071130	-3.4			-4.83	-2.61	-1.18	0.34
10647	0	2	20	1	5971	3	20071231	7.51			-0.87	0.19	-0.44	0.27
10647	0	2	20	1	5971	3	20080131	5.64			-6.36	-0.87	3.69	0.21
10647	0	2	20	1	5971	3	20080229	18.61			-3.09	-0.21	-0.88	0.13
10647	0	2	20	1	5971	3	20080331	-16.07			-0.93	0.91	-0.18	0.17
10647	0	2	20	1	5971	3	20080430	-2.29			4.6	-1.65	-0.99	0.18
10647	0	2	20	1	5971	3	20080531	-3.11			1.86	3.15	-1.49	0.18
10647	0	2	20	1	5971	3	20080630	2.07			-8.44	1.32	-2.47	0.17
10647	0	2	20	1	5971	3	20080731	-8.36			-0.77	2.44	5.89	0.15
10647	0	2	20	1	5971	3	20080831	-1.72			1.53	3.61	1.57	0.13
10647	0	2	20	1	5971	3	20080930	-5.65			-9.24	-1.11	6.26	0.15
10647	0	2	20	1	5971	3	20081031	47.1			-17.23	-2.25	-2.75	0.08
10647	0	2	20	1	5971	3	20081130	3.25			-7.86	-3.01	-5.85	0.03
10647	0	2	20	1	5971	3	20081231	0.32			1.74	3.62	-0.21	0
10647	0	2	20	1	5971	3	20090131	2.1			-8.12	0.1	-11.25	0
10647	0	2	20	1	5971	3	20090228	3.68			-10.1	0.15	-7.27	0.01
10647	0	2	20	1	5971	3	20090331	-2.17			8.95	-0.1	3.62	0.02
10647	0	2	20	1	5971	3	20090430	-5.04			10.19	4.74	5.44	0.01
10647	0	2	20	1	5971	3	20090531	-0.94			5.21	-2.35	-0.14	0
10647	0	2	20	1	5971	3	20090630	-1.39			0.43	2.6	-2.66	0.01
10647	0	2	20	1	5971	3	20090731	-1.65			7.72	2.05	5.22	0.01
10647	0	2	20	1	5971	3	20090831	0.87			3.33	-0.81	7.85	0.01
10647	0	2	20	1	5971	3	20090930	-0.15			4.08	2.49	0.97	0.01
10647	0	2	20	1	5971	3	20091031	-1.9			-2.59	-4.29	-4.26	0
10647	0	2	20	1	5971	3	20091130	3.09			5.56	-2.48	-0.12	0
10647	0	2	20	1	5971	3	20091231	-3.94			2.75	6.11	0	0.01
10769	0	1.5	20	1	4223	3	20031231	7.53		17.5	4.29	-3.05	2.35	0.08
10769	0	1.5	20	1	4223	3	20040131	0.51		17.6	2.15	2.74	1.96	0.07
10769	0	1.5	20	1	4223	3	20040229	3.19		40.6	1.4	-1.43	0.48	0.06
10769	0	1.5	20	1	4223	3	20040331	1.26		48.3	-1.32	1.77	0.25	0.09
10769	0	1.5	20	1	4223	3	20040430	1.12		53.5	-1.83	-2.12	-2.62	0.08
10769	0	1.5	20	1	4223	3	20040531	-1.61		53.9	1.17	-0.19	-0.35	0.06
10769	0	1.5	20	1	4223	3	20040630	2.5		59.4	1.86	2.23	1.35	0.08
10769	0	1.5	20	1	4223	3	20040731	2.78		74.1	-4.06	-3.8	4.09	0.1
10769	0	1.5	20	1	4223	3	20040831	1.98		85.5	0.08	-1.59	0.96	0.11
10769	0	1.5	20	1	4223	3	20040930	-2.08		88.6	1.6	3.05	-0.24	0.11
10769	0	1.5	20	1	4223	3	20041031	-4.62		84.5	1.43	0.33	-0.56	0.11
10769	0	1.5	20	1	4223	3	20041130	3.78		88.9	4.54	3.9	1.81	0.15
10769	0	1.5	20	1	4223	3	20041231	3.89		89.1	3.43	0.16	-0.04	0.16
10769	0	1.5	20	1	4223	3	20050131	1.5		93.8	-2.76	-1.53	1.95	0.16
10769	0	1.5	20	1	4223	3	20050228	0.26		98.8	1.89	-0.49	1.65	0.16
10769	0	1.5	20	1	4223	3	20050331	1.37		90.7	-1.97	-1.42	1.54	0.21
10769	0	1.5	20	1	4223	3	20050430	-1.35		105.2	-2.61	-4	-0.35	0.21
10769	0	1.5	20	1	4223	3	20050531	1.37		111.5	3.65	2.87	-0.81	0.24
10769	0	1.5	20	1	4223	3	20050630	0.28		114.8	0.57	2.59	2.69	0.23
10769	0	1.5	20	1	4223	3	20050731	-1.88		118.7	3.92	2.89	-0.54	0.24
10769	0	1.5	20	1	4223	3	20050831	4.4		128.2	-1.22	-0.93	1.27	0.3
10769	0	1.5	20	1	4223	3	20050930	0.42		120	0.49	-0.58	0.76	0.29
10769	0	1.5	20	1	4223	3	20051031	0.61		123	-2.02	-1.21	0.25	0.27
10769	0	1.5	20	1	4223	3	20051130	0.71		131	3.61	0.89	-1.19	0.31
10769	0	1.5	20	1	4223	3	20051231	3.91		119	-0.25	-0.49	0.4	0.32
10769	0	1.5	20	1	4223	3	20060131	0.46		124.8	3.04	5.43	1.12	0.35
10769	0	1.5	20	1	4223	3	20060228	-0.93		122.9	-0.3	-0.38	-0.25	0.34
10769	0	1.5	20	1	4223	3	20060331	3.21		109.9	1.46	3.51	0.51	0.37
10769	0	1.5	20	1	4223	3	20060430	0.29		102.2	0.73	-1.34	2.61	0.36
10769	0	1.5	20	1	4223	3	20060531	-3.93		96.2	-3.57	-3.03	2.57	0.43
10769	0	1.5	20	1	4223	3	20060630	-10.62		57	-0.35	-0.38	0.86	0.4
10769	0	1.5	20	1	4223	3	20060731	1.17		43.8	-0.78	-4.07	2.92	0.4
10769	0	1.5	20	1	4223	3	20060831	1.08		34.4	2.03	0.92	-1.72	0.42
