date	fund1	fund2	fund3	fund4	fund5	fund1_qoq	fund2_qoq	fund3_qoq	fund4_qoq	fund5_qoq	mktrf	smb	hml	rf	mktrf_qoq	smb_qoq	hml_qoq	rf_qoq
30/09/2004	2.28	1.53	12.2081	2.75	0.69	0.882311837	0.65374432	29.68151371	2.380228437	-0.516109124	1.6	3.05	-0.24	0.11	-2.446979968	-2.44213219	4.837049766	0.320341121
31/10/2004	1.55	0.76	-10.6	-1.11	0.89	4.12500335	2.577842396	20.30873645	-0.006115653	0.590596818	1.43	0.33	-0.56	0.11	3.135322304	1.746162967	0.153676902	0.330363133
30/11/2004	3.73	4.52	13.2456	0.27	2.99	7.739517182	6.925661586	13.60123807	1.883820583	4.623566616	4.54	3.9	1.81	0.15	7.731480752	7.422277535	0.996888326	0.370451182
31/12/2004	2.35	4.13	13.4286	0.56	1.59	7.813253653	9.663834738	14.83689139	-0.287717783	5.558726115	3.43	0.16	-0.04	0.16	9.671919825	4.409658592	1.199368054	0.420581264
31/01/2005	-0.3827	0.21	-8.7497	3.15	0.5	5.761351384	9.06523302	17.21365537	4.007704628	5.150678705	-2.76	-1.53	1.95	0.16	5.141452073	2.474026528	3.753776882	0.470736384
28/02/2005	1.1192	1.94	29.0236	2.71	1.95	3.099423917	6.373037256	33.54450667	6.538659044	4.088860025	1.89	-0.49	1.65	0.16	2.476205775	-1.855723005	3.59072213	0.48076841
31/03/2005	-0.03	-1.25	0.2006	1.51	-0.31	0.701997157	0.877148075	17.97059732	7.545140011	2.142124775	-1.97	-1.42	1.54	0.21	-2.873997369	-3.403925457	5.228110495	0.530928538
30/04/2005	-1.61	-3.03	-4.9776	-0.79	-0.82	-0.538666474	-2.384422225	22.84725954	3.437259724	0.800556569	-2.61	-4	-0.35	0.21	-2.724173219	-5.82692032	2.854156065	0.581113706
31/05/2005	1.0749	0.75	9.207	0.78	0.22	-0.582240168	-3.523940937	3.979277219	1.493593954	-0.909938408	3.65	2.87	-0.81	0.24	-1.04387628	-2.64712384	0.365014659	0.661450058
30/06/2005	2.6484	2.8	3.5	1.05	1.04	2.081364192	0.4327987	7.403101301	1.033668299	0.431937238	0.57	2.59	2.69	0.23	1.520119989	1.31295968	1.501707262	0.681540159
31/07/2005	2.7357	1.48	4.0575	0.08	1.93	6.590104759	5.1038508	17.61540662	1.919660552	3.216650158	3.92	2.89	-0.54	0.24	8.327044556	8.584275224	1.308176661	0.711681325
31/08/2005	0.3935	1.56	-7.0217	0.45	0.94	5.871523812	5.948854464	0.137175831	1.58592878	3.958178677	-1.22	-0.93	1.27	0.3	3.237293403	4.573190886	3.43259452	0.771963656
30/09/2005	1.45	2.72	3.5098	0.17	3.66	4.635494472	5.866403994	0.146657418	0.701261612	6.653847997	0.49	-0.58	0.76	0.29	3.155171662	1.341910887	1.488637879	0.832288088
31/10/2005	-3.01	-2.35	2.06	0.02	-1.95	-1.216455343	1.870854848	-1.775769588	0.640889153	2.594033122	-2.02	-1.21	0.25	0.27	-2.741111244	-2.696400267	2.29475113	0.862465349
30/11/2005	1.03	3.36	1.93	0.91	1.92	-0.590162544	3.676364288	7.680994446	1.101763309	3.590091696	3.61	0.89	-1.19	0.31	2.014511682	-0.90885054	-0.19014161	0.872521427
31/12/2005	2.25	2.89	16.15	0.03	3.03	0.193749432	3.847947056	20.83056392	0.960461055	2.960516568	-0.25	-0.49	0.4	0.32	1.263285305	-0.819148232	-0.5467469	0.902695678
31/01/2006	3.22	6.96	3.7637	1.18	3.45	6.629537235	13.74886244	22.84760322	2.131368221	8.630958072	3.04	5.43	1.12	0.35	6.49284464	5.847122198	0.316338688	0.983200472
28/02/2006	-0.31	1.78	5.05	-1.4	-0.14	5.215268405	12.01005436	26.6078752	-0.206590956	6.435316651	-0.3	-0.38	-0.25	0.34	2.4740528	4.514722107	1.2706688	1.013401808
31/03/2006	2.05	5.02	-2.63	1.48	-0.08	5.009468369	14.32885518	6.136967782	1.239979504	3.222525864	1.46	3.51	0.51	0.37	4.230750848	8.715896747	1.38162272	1.063747403
30/04/2006	2.2573	0.42	5.03	1.83	1.36	4.030078569	7.338291295	7.432230406	1.890364824	1.137121523	0.73	-1.34	2.61	0.36	1.894056026	1.734898729	2.875477723	1.073818529
31/05/2006	-1.9653	-2.41	3.13	-0.06	-2.44	2.302713847	2.919471876	5.468690354	3.27508175	-1.192293453	-3.57	-3.03	2.57	0.43	-1.447905491	-0.97135987	5.783837093	1.164476728
30/06/2006	0.1951	1.9	4.45	2.01	0.6	0.443220423	-0.138124318	13.13756504	3.81445693	-0.519863104	-0.35	-0.38	0.86	0.4	-3.206029786	-4.692946288	6.152201862	1.194714192
31/07/2006	-0.2427	-0.54	-5.82	-0.47	0.21	-2.012428719	-1.092788734	1.450022613	1.469634668	-1.648534744	-0.78	-4.07	2.92	0.4	-4.657026461	-7.33016762	6.472903378	1.23504688
31/08/2006	1.4892	2.18	1.47	-2	1.57	1.440410582	3.559164332	-0.182936153	-0.50005806	2.393996782	2.03	0.92	-1.72	0.42	0.879846419	-3.555331713	2.019664074	1.22496672
30/09/2006	1.1768	0.39	2.97	0.06	-0.06	2.434311991	2.024578089	-1.597289954	-2.40207636	1.722227022	1.84	-1.36	0.03	0.41	3.096874654	-4.504094762	1.180120933	1.235048888
31/10/2006	3.12	4.15	19.08	0.01	1.08	5.887250883	6.835509833	24.41914114	-1.93139412	2.605355826	3.23	1.75	-0.05	0.41	7.26355947	1.28956904	-1.739670742	1.24513206
30/11/2006	1.71	2.04	6.67	-0.74	1.08	6.117619286	6.689131174	30.79520829	-0.670512044	2.110361002	1.71	0.86	0.04	0.42	6.927145287	1.22934932	0.019976994	1.24513206
31/12/2006	1.9925	0.77	-0.02	1.58	2.69	6.973152789	7.092974882	26.99723147	0.838390831	4.920081762	0.87	-1.1	3.16	0.4	5.908691527	1.49617445	3.149663368	1.235048888
31/01/2007	2.42	4.26	5.49	0.27	1.01	6.246996786	7.206083161	12.50367776	1.100544432	4.847422425	1.4	0.1	-0.13	0.44	4.031205278	-0.14970946	3.067102357	1.265295392
28/02/2007	-0.0598	-0.33	4.97	1.51	-0.41	4.39825099	4.716094753	10.71070643	3.392265417	3.301887607	-1.96	1.32	-0.1	0.38	0.277449272	0.30568548	2.922866108	1.224958688
31/03/2007	1.37	2.18	-3.87	1.77	1.75	3.761067754	6.181309536	6.447491589	3.585655163	2.356286533	0.68	-0.06	-0.23	0.43	0.088565408	1.360467208	-0.459341299	1.25520519
30/04/2007	-0.5231	1.85	-12.12	-0.39	2.86	0.779431369	3.726897911	-11.32234751	2.903830765	4.230943795	3.49	-2.07	-1.15	0.44	2.151534853	-0.836857606	-1.475977645	1.25520519
31/05/2007	1.2282	2.86	6.8	0.03	3.07	2.078247137	7.046741438	-9.776381008	1.403508929	7.873113535	3.24	-0.01	-0.07	0.41	7.569608917	-2.138545124	-1.446390851	1.285466757
30/06/2007	0.6315	-0.5	12.24	1.45	0.42	1.33458742	4.23909545	5.343794816	1.084661304	6.463076768	-1.96	0.79	-1.11	0.4	4.74895171	-1.306223365	-2.315661935	1.255211216
31/07/2007	-1.8628	-2.74	1.52	0.23	-0.65	-0.030130889	-0.45857218	21.69437926	1.71384	2.830125189	-3.73	-2.5	-3.34	0.4	-2.558879301	-1.739577025	-4.479836952	1.21488656
31/08/2007	-0.31	-1.23	1.65	-1.08	-2.4	-1.549210085	-4.41661651	15.82615779	0.585154982	-2.62714448	0.92	-0.1	-2.25	0.42	-4.748567406	-1.82802025	-6.563635165	1.22496672
30/09/2007	3.0333	-0.13	10.68	-0.24	1.3	0.800542301	-4.061180813	14.21631454	-1.090438038	-1.7738472	3.22	-2.28	-1.91	0.32	0.284097025	-4.818277	-7.319516365	1.144309376
31/10/2007	1.7467	-0.04	-3.46	1.34	2.77	4.508000405	-1.39785764	8.613504788	0.004938733	1.60746576	1.8	0.22	-2.62	0.32	6.044677232	-2.162950984	-6.629158945	1.063716301
30/11/2007	-2.8745	-2.6	3.06	1.51	-1.55	1.819558565	-2.765529352	10.12009644	2.623345438	2.492366845	-4.83	-2.61	-1.18	0.34	0.002694532	-4.621119082	-5.607094496	0.983203482
31/12/2007	-0.1053	-2.77	11.28	1.89	0.83	-1.282068448	-5.335860808	10.71706119	4.814481423	2.016834639	-0.87	0.19	-0.44	0.27	-3.959822622	-2.21029391	-4.19250003	0.932872938
31/01/2008	-2.7692	-2.22	9	-3.58	-1.62	-5.663540349	-7.400364844	25.00683312	-0.274202696	-2.340992587	-6.36	-0.87	3.69	0.21	-11.65813154	-3.273861857	2.015605585	0.822200928
29/02/2008	-0.5033	-0.05	8.95	4.57	0.87	-3.36043135	-4.976041747	32.1511204	2.732012847	0.05956402	-3.09	-0.21	-0.88	0.13	-10.04297076	-0.890221529	2.325306877	0.611191737
31/03/2008	-0.8734	-1.24	-14.46	-2.02	-2.62	-4.103502331	-3.480755764	1.5834547	-1.210299159	-3.364074737	-0.93	0.91	-0.18	0.17	-10.09741867	-0.177984374	2.59252845	0.510851464
30/04/2008	2.95	2.8	5.07	-0.56	1.27	1.537212849	1.47451736	-2.079141419	1.883922958	-0.525308484	4.6	-1.65	-0.99	0.18	0.425138902	-0.963429468	-2.037937682	0.480761398
31/05/2008	1.6989	0.26	-3.47	2.01	1.56	3.784576331	1.789245728	-13.24184967	-0.610318629	0.155146926	1.86	3.15	-1.49	0.18	5.554686292	2.371202028	-2.640811552	0.530936551
30/06/2008	-5.591	-8.16	4.61	4.7	-0.52	-1.154704521	-5.343010048	6.099720673	6.206364968	2.314992978	-8.44	1.32	-2.47	0.17	-2.446885264	2.78713893	-4.87435735	0.530936551
31/07/2008	-2.4025	-1.11	1.49	-2.97	-2.31	-6.29379577	-8.943290502	2.484635492	3.632377241	-1.301948613	-0.77	2.44	5.89	0.15	-7.455109223	7.061662552	1.735726697	0.500831459
31/08/2008	-0.5064	4.34	-1.63	-2.45	-2.21	-8.325777357	-5.237811002	4.438139369	-0.898555045	-4.965710465	1.53	3.61	1.57	0.13	-7.754930684	7.539106709	4.895926917	0.450671332
30/09/2008	-7.38	-4.51	-2.55	-0.79	-5.88	-10.06295479	-1.471674353	-2.710097682	-6.094991843	-10.0861748	-9.24	-1.11	6.26	0.15	-8.560916436	4.959951268	14.28525781	0.430615293
31/10/2008	-12.27	-17.23	-1.3	-1.13	-4.93	-19.15595198	-17.53271803	-5.384635345	-4.314251711	-12.49762144	-17.23	-2.25	-2.75	0.08	-23.7285806	0.154580597	4.960254245	0.360419156
30/11/2008	-4.9227	-9.13	0.08	-0.89	-1.12	-22.74443978	-28.17901176	-3.73990348	-2.78406445	-11.5222907	-7.86	-3.01	-5.85	0.03	-30.78254129	-6.244640747	-2.707414225	0.260189036
31/12/2008	2.1822	3.12	-1.76	2.19	-1.85	-14.76848299	-22.44025231	-2.959549696	0.136039248	-7.733880496	1.74	3.62	-0.21	0	-22.40872356	-1.760235355	-8.631402837	0.110024
31/01/2009	-2.8939	-5.53	-2.86	0.62	1.02	-5.659407111	-11.47675046	-4.493319731	1.908448156	-1.959362656	-8.12	0.1	-11.25	0	-13.86871476	0.601539038	-16.61734706	0.03
